Data properties:

Recording date: 4/21/2014
Recording time: 17:40:51:000 (corresponds to time 0)
Study: test0
Recording: Rec 81
Recording: Rec 81
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Timestamp	FixationDuration	AoiIds	AoiNames	StimuliName	
14	181	0	Content	ScreenRec	
195	282	0	Content	ScreenRec	
710	100	0	Content	ScreenRec	
810	631	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1441	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1607	149	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1757	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1923	332	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2255	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2421	316	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2737	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2920	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3119	366	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3485	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3750	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3966	332	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4299	3971	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8269	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8469	149	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8618	1445	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10246	648	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10894	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
11160	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
11359	299	0	Content	http://localhost/vet9/AlphaReceptor0.html	
11658	233	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11891	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12107	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12273	149	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12423	149	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12572	133	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12705	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12871	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13037	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13237	266	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13502	133	0	Content	http://localhost/vet9/AlphaReceptor1.php	
