Data properties:

Recording date: 4/2/2014
Recording time: 09:12:06:000 (corresponds to time 0)
Study: test0
Recording: Rec 06
Recording: Rec 06
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Timestamp	FixationDuration	AoiIds	AoiNames	StimuliName	
73	166	0	Content	ScreenRec	
239	631	0	Content	ScreenRec	
871	299	0	Content	ScreenRec	
1319	1279	0	Content	ScreenRec	
2598	216	0	Content	ScreenRec	
2814	399	0	Content	ScreenRec	
3213	100	0	Content	ScreenRec	
3828	183	0	Content	ScreenRec	
4011	1180	0	Content	ScreenRec	
5190	149	0	Content	ScreenRec	
5340	515	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5855	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6054	316	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6370	349	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6718	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6901	349	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7250	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7449	249	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7699	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7881	316	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8197	432	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8629	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8845	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9044	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9227	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9609	83	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9692	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9875	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10074	432	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10506	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10739	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10955	1063	0	Content	http://localhost/vet9/AlphaReceptor0.html	
