Data properties:

Recording date: 4/17/2014
Recording time: 18:32:40:000 (corresponds to time 0)
Study: test0
Recording: Rec 77
Recording: Rec 77
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Timestamp	FixationDuration	AoiIds	AoiNames	StimuliName	
12	83	0	Content	ScreenRec	
95	166	0	Content	ScreenRec	
261	299	0	Content	ScreenRec	
560	199	0	Content	ScreenRec	
760	150	0	Content	ScreenRec	
909	615	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1524	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1740	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1973	365	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2338	332	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3019	83	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3102	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3269	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3534	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3767	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3966	133	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4099	399	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4498	399	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4897	283	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5179	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5445	415	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5860	349	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6209	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6408	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6575	482	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7056	881	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7937	299	0	Content	http://localhost/vet9/AlphaReceptor1.php	
8236	233	0	Content	http://localhost/vet9/AlphaReceptor1.php	
8468	282	0	Content	http://localhost/vet9/AlphaReceptor1.php	
8751	283	0	Content	http://localhost/vet9/AlphaReceptor1.php	
9033	149	0	Content	http://localhost/vet9/AlphaReceptor1.php	
9183	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
9382	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
9698	133	0	Content	http://localhost/vet9/AlphaReceptor1.php	
9831	233	0	Content	http://localhost/vet9/AlphaReceptor1.php	
10063	183	0	Content	http://localhost/vet9/AlphaReceptor1.php	
10246	581	0	Content	http://localhost/vet9/AlphaReceptor1.php	
10828	349	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11176	366	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11542	399	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11941	233	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12173	432	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12605	581	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13187	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13386	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13602	100	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13702	449	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14150	316	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14466	432	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14898	266	0	Content	http://localhost/vet9/AlphaReceptor1.php	
15164	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
15330	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
15496	1113	0	Content	http://localhost/vet9/AlphaReceptor1.php	
16609	149	0	Content	http://localhost/vet9/AlphaReceptor1.php	
16759	980	0	Content	http://localhost/vet9/AlphaReceptor1.php	
17739	216	0	Content	http://localhost/vet9/nextPage1-2.php	
17955	266	0	Content	http://localhost/vet9/nextPage1-2.php	
18221	432	0	Content	http://localhost/vet9/nextPage1-2.php	
18652	116	0	Content	http://localhost/vet9/nextPage1-2.php	
18769	216	0	Content	http://localhost/vet9/nextPage1-2.php	
18985	432	0	Content	http://localhost/vet9/nextPage1-2.php	
19417	133	0	AOI2-1s	http://localhost/vet9/AlphaReceptor2.html	
19550	282	0	Content	http://localhost/vet9/AlphaReceptor2.html	
19832	366	0	AOI2_q	http://localhost/vet9/AlphaReceptor2.html	
20198	282	0	AOI2_q	http://localhost/vet9/AlphaReceptor2.html	
20480	1013	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
21493	332	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
21826	515	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
22341	100	0	Content	http://localhost/vet9/AlphaReceptor2.html	
22440	116	0	AOI2_q	http://localhost/vet9/AlphaReceptor2.html	
22557	183	0	Content	http://localhost/vet9/AlphaReceptor2.html	
22739	116	0	Content	http://localhost/vet9/AlphaReceptor2.html	
22856	382	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
23238	183	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
23421	216	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
23637	216	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
23853	233	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
24085	249	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
24334	332	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
24667	449	0	AOI2_1	http://localhost/vet9/AlphaReceptor2.html	
25115	266	0	AOI2-1s	http://localhost/vet9/AlphaReceptor2.html	
25381	166	0	AOI2_2s	http://localhost/vet9/AlphaReceptor2.html	
25547	415	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
25962	199	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
26162	166	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
26461	199	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
26660	249	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
26909	116	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
27026	216	0	AOI2-1s	http://localhost/vet9/AlphaReceptor2.html	
27242	199	0	AOI2-1s	http://localhost/vet9/AlphaReceptor2.html	
27441	233	0	AOI2-1s	http://localhost/vet9/AlphaReceptor2.html	
27674	465	0	AOI2_3	http://localhost/vet9/AlphaReceptor2.html	
28139	316	0	AOI2_3	http://localhost/vet9/AlphaReceptor2.html	
28455	216	0	AOI2_3	http://localhost/vet9/AlphaReceptor2.html	
28670	150	0	AOI2_3	http://localhost/vet9/AlphaReceptor2.html	
28820	299	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
29119	183	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
29302	249	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
29551	149	0	AOI2_5	http://localhost/vet9/AlphaReceptor2.html	
29701	233	0	AOI2_5	http://localhost/vet9/AlphaReceptor2.html	
29933	150	0	AOI2_5	http://localhost/vet9/AlphaReceptor2.html	
30083	199	0	AOI2_5	http://localhost/vet9/AlphaReceptor2.html	
30282	133	0	AOI2_5	http://localhost/vet9/AlphaReceptor2.html	
30415	532	0	AOI2_6	http://localhost/vet9/AlphaReceptor2.html	
30947	299	0	Content	http://localhost/vet9/AlphaReceptor2.html	
31246	233	0	AOI2_4	http://localhost/vet9/AlphaReceptor2.html	
31478	133	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
31611	366	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
31977	249	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
32226	449	0	AOI2_2	http://localhost/vet9/AlphaReceptor2.html	
