Data properties:

Recording date: 4/11/2014
Recording time: 12:19:28:000 (corresponds to time 0)
Study: test0
Recording: Rec 63
Recording: Rec 63
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Timestamp	FixationDuration	AoiIds	AoiNames	StimuliName	
291	100	0	Content	ScreenRec	
391	781	0	Content	ScreenRec	
1171	532	0	Content	ScreenRec	
2052	100	0	Content	ScreenRec	
2152	133	0	Content	ScreenRec	
2284	183	0	Content	ScreenRec	
2467	249	0	Content	ScreenRec	
2716	664	0	Content	ScreenRec	
3381	299	0	Content	ScreenRec	
3680	349	0	Content	ScreenRec	
4029	366	0	Content	ScreenRec	
4394	831	0	Content	ScreenRec	
5225	332	0	Content	ScreenRec	
5557	282	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5840	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6039	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6222	349	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6571	432	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7003	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7268	150	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7418	100	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7518	116	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7634	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7867	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8082	332	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8415	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8631	100	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8730	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8930	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9378	100	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9478	2442	0	Content	http://localhost/vet9/AlphaReceptor0.html	
12236	880	0	Content	http://localhost/vet9/AlphaReceptor0.html	
13116	764	0	Content	http://localhost/vet9/AlphaReceptor0.html	
13881	1695	0	Content	http://localhost/vet9/AlphaReceptor0.html	
15575	133	0	Content	http://localhost/vet9/AlphaReceptor0.html	
15708	1180	0	Content	http://localhost/vet9/AlphaReceptor0.html	
16888	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
17153	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
17386	914	0	Content	http://localhost/vet9/AlphaReceptor0.html	
18532	415	0	Content	http://localhost/vet9/AlphaReceptor1.php	
18948	249	0	Content	http://localhost/vet9/AlphaReceptor1.php	
19197	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
19396	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
19612	100	0	Content	http://localhost/vet9/AlphaReceptor1.php	
19712	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
