Data properties:

Recording date: 4/4/2014
Recording time: 09:23:17:000 (corresponds to time 0)
Study: test0
Recording: Rec 21
Recording: Rec 21
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Timestamp	FixationDuration	AoiIds	AoiNames	StimuliName	
276	366	0	Content	ScreenRec	
641	100	0	Content	ScreenRec	
1838	216	0	Content	ScreenRec	
2220	199	0	Content	ScreenRec	
2419	183	0	Content	ScreenRec	
2768	199	0	Content	ScreenRec	
5176	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5675	183	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5858	299	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6157	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6389	149	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6539	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6755	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
6921	299	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7220	332	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7552	282	0	Content	http://localhost/vet9/AlphaReceptor0.html	
7835	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8051	1130	0	Content	http://localhost/vet9/AlphaReceptor0.html	
9180	1080	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10260	366	0	Content	http://localhost/vet9/AlphaReceptor1.php	
10626	183	0	Content	http://localhost/vet9/AlphaReceptor1.php	
10808	415	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11224	233	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11456	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11672	399	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12071	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12270	249	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12520	847	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13367	149	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13516	299	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13815	880	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14696	282	0	Content	http://localhost/vet9/nextPage1-2.php	
14978	332	0	Content	http://localhost/vet9/nextPage1-2.php	
15477	399	0	Content	http://localhost/vet9/nextPage1-2.php	
15876	216	0	Content	http://localhost/vet9/nextPage1-2.php	
16091	930	0	Content	http://localhost/vet9/nextPage1-2.php	
17022	283	0	Content	http://localhost/vet9/nextPage1-2.php	
17304	199	0	Content	http://localhost/vet9/nextPage1-2.php	
17504	665	0	Content	http://localhost/vet9/nextPage1-2.php	
