Data properties:

Recording date: 4/7/2014
Recording time: 15:00:53:000 (corresponds to time 0)
Study: test0
Recording: Rec 32
Recording: Rec 32
Screen resolution: 1280 x 1024
Coordinate unit: Pixels


Timestamp	FixationDuration	AoiIds	AoiNames	StimuliName	
27	233	0	Content	ScreenRec	
259	199	0	Content	ScreenRec	
459	150	0	Content	ScreenRec	
608	216	0	Content	ScreenRec	
1073	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1588	116	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1705	150	0	Content	http://localhost/vet9/AlphaReceptor0.html	
1854	166	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2020	283	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2303	249	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2552	399	0	Content	http://localhost/vet9/AlphaReceptor0.html	
2951	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3167	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3532	316	0	Content	http://localhost/vet9/AlphaReceptor0.html	
3848	199	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4047	332	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4379	283	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4662	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
4928	216	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5144	233	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5659	83	0	Content	http://localhost/vet9/AlphaReceptor0.html	
5742	3074	0	Content	http://localhost/vet9/AlphaReceptor0.html	
8815	1944	0	Content	http://localhost/vet9/AlphaReceptor0.html	
10759	615	0	Content	http://localhost/vet9/AlphaReceptor0.html	
11374	266	0	Content	http://localhost/vet9/AlphaReceptor0.html	
11640	249	0	Content	http://localhost/vet9/AlphaReceptor1.php	
11889	100	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12188	283	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12470	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12636	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
12803	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13002	150	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13151	199	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13351	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13567	249	0	Content	http://localhost/vet9/AlphaReceptor1.php	
13816	299	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14115	266	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14580	116	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14697	183	0	Content	http://localhost/vet9/AlphaReceptor1.php	
14879	216	0	Content	http://localhost/vet9/AlphaReceptor1.php	
15095	183	0	Content	http://localhost/vet9/AlphaReceptor1.php	
15278	166	0	Content	http://localhost/vet9/AlphaReceptor1.php	
15444	299	0	Content	http://localhost/vet9/AlphaReceptor1.php	
